机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
青岛银行,已反馈,中小板,青岛,中信证券股份有限公司,吴凌&sbquo;宋建洪,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),王立鹏&sbquo;唐莹慧,是,货币金融服务,2017/10/26,80046098,AN201812121267523739,qdyx,https://notice.eastmoney.com/pdffile/web/H2_AN201812121267523739_1.pdf
青岛银行,预先披露更新,中小板,青岛,中信证券股份有限公司,吴凌&sbquo;宋建洪,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),王立鹏&sbquo;唐莹慧,是,货币金融服务,2018/1/11,80046098,AN201812121267523739,qdyx,https://notice.eastmoney.com/pdffile/web/H2_AN201812121267523739_1.pdf
青岛银行,中止审查,中小板,青岛,中信证券股份有限公司,吴凌&sbquo;余晖,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),王立鹏&sbquo;唐莹慧,是,货币金融服务,2017/10/12,80046098,AN201812121267523739,qdyx,https://notice.eastmoney.com/pdffile/web/H2_AN201812121267523739_1.pdf
青岛银行,已通过发审会,中小板,青岛,中信证券股份有限公司,吴凌&sbquo;宋建洪,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),王立鹏&sbquo;唐莹慧,是,货币金融服务,2018/10/11,80046098,AN201812121267523739,qdyx,https://notice.eastmoney.com/pdffile/web/H2_AN201812121267523739_1.pdf
青岛食品,已受理,中小板,,中信证券股份有限公司,,北京德和衡律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,否,,2020/7/16,80703504,AN202101201452507912,qdsp,https://notice.eastmoney.com/pdffile/web/H2_AN202101201452507912_1.pdf
青岛食品,已反馈,中小板,,中信证券股份有限公司,,北京德和衡律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2020/10/15,80703504,AN202101201452507912,qdsp,https://notice.eastmoney.com/pdffile/web/H2_AN202101201452507912_1.pdf
青岛食品,预先披露更新,中小板,,中信证券股份有限公司,,北京德和衡律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2021/1/21,80703504,AN202101201452507912,qdsp,https://notice.eastmoney.com/pdffile/web/H2_AN202101201452507912_1.pdf
首创置业,已受理,主板企业,北京,中信建投证券股份有限公司&sbquo;第一创业摩根大通证券有限责任公司,侯世飞戴菲&sbquo;隋玉瑶刘晓俊,北京市君泽君律师事务所,王燕萍&sbquo;赵磊,普华永道中天会计师事务所(特殊普通合伙),陈静&sbquo;刘佳,否,房地产业,2017/1/12,80032009,AN201611180110198646,sczy,https://notice.eastmoney.com/pdffile/web/H2_AN201611180110198646_1.pdf
首创置业,已反馈,主板企业,北京,中信建投证券股份有限公司&sbquo;第一创业摩根大通证券有限责任公司,侯世飞&sbquo;戴菲&sbquo;隋玉瑶&sbquo;刘晓俊,北京市君泽君律师事务所,王燕萍&sbquo;赵磊,普华永道中天会计师事务所(特殊普通合伙),陈静&sbquo;刘佳,是,房地产业,2017/10/12,80032009,AN201611180110198646,sczy,https://notice.eastmoney.com/pdffile/web/H2_AN201611180110198646_1.pdf
首创置业,中止审查,主板企业,北京,中信建投证券股份有限公司&sbquo;第一创业摩根大通证券有限责任公司,侯世飞&sbquo;戴菲&sbquo;隋玉瑶&sbquo;刘晓俊,北京市君泽君律师事务所,王燕萍&sbquo;赵磊,普华永道中天会计师事务所(特殊普通合伙),陈静&sbquo;刘佳,否,房地产业,2017/7/13,80032009,AN201611180110198646,sczy,https://notice.eastmoney.com/pdffile/web/H2_AN201611180110198646_1.pdf
首创置业,已反馈,主板企业,北京,中信建投证券股份有限公司&sbquo;第一创业证券承销保荐有限责任公司,侯世飞&sbquo;戴菲&sbquo;隋玉瑶&sbquo;刘晓俊,北京市君泽君律师事务所,王燕萍&sbquo;赵磊,普华永道中天会计师事务所(特殊普通合伙),陈静&sbquo;刘佳,是,房地产业,2018/4/19,80032009,AN201611180110198646,sczy,https://notice.eastmoney.com/pdffile/web/H2_AN201611180110198646_1.pdf
