机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
北京淳中科技,已通过发审会,主板企业,北京,招商证券股份有限公司,邵华&sbquo;吴虹生,北京市金杜律师事务所,宋彦妍&sbquo;晁燕华&sbquo;刘知卉,立信会计师事务所(特殊普通合伙),王友业&sbquo;强桂英,是,计算机、通信和其他电子设备制造业,2018/1/11,80456364,AN201801211080068168,bjczkj,https://notice.eastmoney.com/pdffile/web/H2_AN201801211080068168_1.pdf
北京国联视讯信息技术,已反馈,主板企业,北京,西部证券股份有限公司,李超&sbquo;张锡锋,北京德恒律师事务所,孙艳利&sbquo;齐欣,立信会计师事务所(特殊普通合伙),郭健&sbquo;王晓燕,是,互联网和相关服务,2018/1/11,80400473,AN201907171339063966,bjglsxxxjs,https://notice.eastmoney.com/pdffile/web/H2_AN201907171339063966_1.pdf
北京交大思诺科技,已受理,主板企业,北京,东方花旗证券有限公司,王洪山&sbquo;荆飞,北京市天元律师事务所,谢发友&sbquo;任浩,天健会计师事务所(特殊普通合伙),何降星&sbquo;金敬玉,否,软件和信息技术服务业,2018/1/11,80577142,AN202007021389033960,bjjdsnkj,https://notice.eastmoney.com/pdffile/web/H2_AN202007021389033960_1.pdf
北京金房暖通节能技术,已反馈,主板企业,北京,兴业证券股份有限公司,孙茂峰&sbquo;宗岩,北京市君合律师事务所,石铁军&sbquo;陈怡,天健会计师事务所(特殊普通合伙),王振宇&sbquo;王昆,是,电力、热力生产和供应业,2018/1/11,80681803,AN202102021457470315,bjjfntjnjs,https://notice.eastmoney.com/pdffile/web/H2_AN202102021457470315_1.pdf
北京建工环境修复,已上发审会，暂缓表决,主板企业,北京,中信证券股份有限公司,黄江宁&sbquo;马滨,北京市浩天信和律师事务所,陈伟勇&sbquo;邱梅,致同会计师事务所(特殊普通合伙),王娟&sbquo;高天琪,是,生态保护和环境治理业,2018/1/11,80205077,AN202004171378193524,bjjghjxf,https://notice.eastmoney.com/pdffile/web/H2_AN202004171378193524_1.pdf
倍加洁集团,已通过发审会,主板企业,江苏,广发证券股份有限公司,顾培培&sbquo;吴广斌,国浩律师(上海)事务所,宣伟华&sbquo;孙芳尘,立信会计师事务所(特殊普通合伙),杜志强&sbquo;吴文俊,是,其他制造业,2018/1/11,80608165,AN201802061088284592,bjjjt,https://notice.eastmoney.com/pdffile/web/H2_AN201802061088284592_1.pdf
北京聚利科技,预先披露更新,中小板,北京,东吴证券股份有限公司,庞家兴&sbquo;尹鹏,北京大成律师事务所,平云旺&sbquo;高雯&sbquo;魏星&sbquo;周华,立信会计师事务所(特殊普通合伙),陈勇波&sbquo;王娜,是,计算机、通信和其他电子设备制造业,2018/1/11,80319798,AN201710130950641057,bjjlkj,https://notice.eastmoney.com/pdffile/web/H2_AN201710130950641057_1.pdf
北京康辰药业,已反馈,主板企业,北京,广发证券股份有限公司,胡涛&sbquo;林焕伟,上海市方达律师事务所,蒋雪雁&sbquo;肖晋卿,广东正中珠江会计师事务所(特殊普通合伙),熊永忠&sbquo;杨新春,是,医药制造业,2018/1/11,80451660,AN201808121177495402,bjkcyy,https://notice.eastmoney.com/pdffile/web/H2_AN201808121177495402_1.pdf
北京流金岁月文化传播,已反馈,中小板,北京,天风证券股份有限公司,张韩&sbquo;李华峰,北京安新律师事务所,刘春景&sbquo;张晓庆,华普天健会计师事务所(特殊普通合伙),肖桂莲&sbquo;杨杰&sbquo;陈君,是,商务服务业,2018/1/11,80443882,AN201906061333949059,bjljsywhcb,https://notice.eastmoney.com/pdffile/web/H2_AN201906061333949059_1.pdf
北京声迅电子,已受理,主板企业,北京,西部证券股份有限公司,翟晓东&sbquo;陈桂平,北京市康达律师事务所,栗皓&sbquo;李赫&sbquo;周稚森,北京永拓会计师事务所(特殊普通合伙),唐琳&sbquo;李海燕,否,软件和信息技术服务业,2018/1/11,80126294,AN202011151429458991,bjsxdz,https://notice.eastmoney.com/pdffile/web/H2_AN202011151429458991_1.pdf
北京挖金客信息科技,预先披露更新,主板企业,北京,招商证券股份有限公司,沈强&sbquo;张贺,国浩律师(北京)事务所,沈义&sbquo;张燕,广东正中珠江会计师事务所(特殊普通合伙),洪文伟&sbquo;郭小军,是,互联网和相关服务业,2018/1/11,80403930,AN202006221386610507,bjwjkxxkj,https://notice.eastmoney.com/pdffile/web/H2_AN202006221386610507_1.pdf
北京新时空科技,已反馈,中小板,北京,招商证券股份有限公司,任强伟&sbquo;李恺,北京市康达律师事务所,鲍卉芳&sbquo;李洪涛&sbquo;谢静,北京兴华会计师事务所(特殊普通合伙),李冬梅&sbquo;王永忻,是,建筑装饰和其他建筑业,2018/1/11,80631213,AN202008071396832660,bjxskkj,https://notice.eastmoney.com/pdffile/web/H2_AN202008071396832660_1.pdf
北京新兴东方航空装备,已受理,中小板,北京,长江证券承销保荐有限公司,孔令瑞&sbquo;范子义,北京市康达律师事务所,娄爱东&sbquo;王华鹏&sbquo;陈昊,大华会计师事务所(特殊普通合伙),谢栋清&sbquo;周金茹,是,铁路、船舶、航空航天和其他运输设备制造业,2018/1/11,80545539,AN201808131178032971,bjxxdfhkzb,https://notice.eastmoney.com/pdffile/web/H2_AN201808131178032971_1.pdf
北京元六鸿远电子科技,已反馈,主板企业,北京,国泰君安证券股份有限公司,姚巍巍&sbquo;傅冠男,北京市海润律师事务所,黄浩&sbquo;陈湘玉,瑞华会计师事务所(特殊普通合伙),罗军&sbquo;崔迎,是,计算机、通信和其他电子设备制造业,2018/1/11,80644488,AN201904281323783246,bjylhydzkj,https://notice.eastmoney.com/pdffile/web/H2_AN201904281323783246_1.pdf
北京中科海讯数字科技,预先披露更新,主板企业,北京,东兴证券股份有限公司,王会然&sbquo;姚浩杰,北京市嘉源律师事务所,任保华&sbquo;吕丹丹,瑞华会计师事务所(特殊普通合伙),张富根&sbquo;徐伟东,是,软件和信息技术服务业,2018/1/11,80290209,AN201911181370866070,bjzkhxszkj,https://notice.eastmoney.com/pdffile/web/H2_AN201911181370866070_1.pdf
北京中视电传传媒广告,已反馈,主板企业,北京,国元证券股份有限公司,姚成&sbquo;胡伟,北京市万商天勤律师事务所,薛莲&sbquo;王蕾,瑞华会计师事务所(特殊普通合伙),朱海武&sbquo;师玉春,是,商务服务业,2018/1/11,80650877,AN201803261110799940,bjzsdccmgg,https://notice.eastmoney.com/pdffile/web/H2_AN201803261110799940_1.pdf
博纳影业集团,已反馈,中小板,新疆,华龙证券股份有限公司,王新强&sbquo;陈立浩,北京市通商律师事务所,吴刚&sbquo;杨敏,瑞华会计师事务所(特殊普通合伙),邓登峰&sbquo;刘剑华,是,广播、电视、电影和影视录音制作业,2018/1/11,80701793,AN202008241401071931,bnyyjt*,https://notice.eastmoney.com/pdffile/web/H2_AN202008241401071931_1.pdf
博通集成电路(上海),已反馈,主板企业,上海,中信证券股份有限公司,屠正锋&sbquo;王建文,上海市锦天城律师事务所,沈国权&sbquo;张知学&sbquo;程枫,立信会计师事务所(特殊普通合伙),孟荣芳&sbquo;田华&sbquo;廖君,是,计算机、通信和其他电子设备制造业,2018/1/11,80701784,AN201904011312207502,btjcdlsh,https://notice.eastmoney.com/pdffile/web/H2_AN201904011312207502_1.pdf
北洋出版传媒,预先披露更新,主板企业,河北,中国国际金融股份有限公司,马青海&sbquo;赵沛霖,北京市海问律师事务所,高巍&sbquo;杜宁,瑞华会计师事务所(特殊普通合伙),王需如&sbquo;姚欣,是,新闻和出版业,2018/1/11,80366787,AN201710130950643406,bycbcm,https://notice.eastmoney.com/pdffile/web/H2_AN201710130950643406_1.pdf
长城证券,已反馈,中小板,深圳,中信建投证券股份有限公司,赵凤滨&sbquo;邓睿,北京国枫律师事务所,孙林&sbquo;熊洁&sbquo;李霞,天职国际会计师事务所(特殊普通合伙),黎明&sbquo;陈子涵,是,资本市场服务,2018/1/11,80000082,AN201809251201455000,cczq,https://notice.eastmoney.com/pdffile/web/H2_AN201809251201455000_1.pdf
成都天奥电子,预先披露更新,中小板,四川,金元证券股份有限公司,孟灏&sbquo;孙维东,北京市天元律师事务所,刘斌&sbquo;张婕,众环海华会计师事务所(特殊普通合伙),郝国敏&sbquo;杨益明,是,计算机、通信和其他电子设备制造业,2018/1/11,80463414,AN201808211181410153,cdtadz*,https://notice.eastmoney.com/pdffile/web/H2_AN201808211181410153_1.pdf
长飞光纤光缆,已反馈,主板企业,湖北,中国国际金融股份有限公司,姚旭东&sbquo;郭允,北京市通商律师事务所,张小满&sbquo;靳明明,毕马威华振会计师事务所(特殊普通合伙),张京京&sbquo;于潇然,是,计算机、通信和其他电子设备制造业,2018/1/11,80396916,AN201807081164594338,cfgxgl,https://notice.eastmoney.com/pdffile/web/H2_AN201807081164594338_1.pdf
长华化学科技,已受理,主板企业,江苏,中信建投证券股份有限公司,刘劭谦&sbquo;关峰,北京市万商天勤律师事务所,袁成&sbquo;高森,立信会计师事务所(特殊普通合伙),陈黎&sbquo;周月华,否,化学原料和化学制品制造业,2018/1/11,80746561,AN201712291071530799,chhxkj,https://notice.eastmoney.com/pdffile/web/H2_AN201712291071530799_1.pdf
长虹塑料集团英派瑞塑料,预先披露更新,主板企业,安徽,西藏东方财富证券股份有限公司,司万政&sbquo;刘凡,北京市中伦律师事务所,宋晓明&sbquo;余洪彬,天健会计师事务所(特殊普通合伙),吕瑛群&sbquo;郭云华,是,橡胶和塑料制品业,2018/1/11,80365279,AN201712221069481323,chsljtyprsl,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069481323_1.pdf
创美药业,已受理,中小板,广东,中信建投证券股份有限公司,翁嘉辉&sbquo;温家明,北京大成律师事务所,张清伟&sbquo;程建锋&sbquo;常健,信永中和会计师事务所(特殊普通合伙),潘传云&sbquo;王雅明,否,批发类,2018/1/11,80310798,AN201712151067027971,cmyy,https://notice.eastmoney.com/pdffile/web/H2_AN201712151067027971_1.pdf
长沙银行,预先披露更新,主板企业,湖南,中信证券股份有限公司,周宇&sbquo;金然,湖南启元律师事务所,丁少波&sbquo;邹华斌&sbquo;蔡华峰&sbquo;王乾坤,天健会计师事务所(特殊普通合伙),李永利&sbquo;黄源源,是,货币金融服务,2018/1/11,80001550,AN201808211181035123,csyx,https://notice.eastmoney.com/pdffile/web/H2_AN201808211181035123_1.pdf
长威信息科技发展,预先披露更新,主板企业,福建,长江证券承销保荐有限公司,朱明&sbquo;施伟,福建天衡联合律师事务所,林晖&sbquo;陈韵&sbquo;刘诗颖,众华会计师事务所(特殊普通合伙),梁烽&sbquo;陈芝莲,是,软件和信息技术服务业,2018/1/11,80604133,AN202009041407629446,cwxxkjfz,https://notice.eastmoney.com/pdffile/web/H2_AN202009041407629446_1.pdf
常州恐龙园,预先披露更新,主板企业,江苏,安信证券股份有限公司,何邢&sbquo;袁弢,江苏世纪同仁律师事务所,潘岩平&sbquo;孙晓智,信永中和会计师事务所(特殊普通合伙),王亮&sbquo;吴晓蕊,是,娱乐业,2018/1/11,80204583,AN201712121065471311,czkly,https://notice.eastmoney.com/pdffile/web/H2_AN201712121065471311_1.pdf
东莞铭丰包装,已反馈,中小板,广东,财达证券股份有限公司,曲文波&sbquo;廖飞,北京市中银律师事务所,彭章键&sbquo;李向宏&sbquo;石磊,广东正中珠江会计师事务所(特殊普通合伙),何国铨&sbquo;刘清,是,木材加工及木、竹、藤、棕、草制品业,2018/1/11,80650859,AN201805021134971257,dgmfbz,https://notice.eastmoney.com/pdffile/web/H2_AN201805021134971257_1.pdf
东莞证券,中止审查,中小板,广东,东方花旗证券有限公司,陈睿&sbquo;魏浣忠,国浩律师(北京)事务所,张鼎映&sbquo;张冉,中审众环会计师事务所(特殊普通合伙),龚静伟&sbquo;王兵,是,资本市场服务,2018/1/11,80000081,AN201701110259653115,dgzq,https://notice.eastmoney.com/pdffile/web/H2_AN201701110259653115_1.pdf
大连华信计算机技术,已反馈,主板企业,大连,海通证券股份有限公司,徐小明&sbquo;张辉波,通力律师事务所,王利民&sbquo;高云,大华会计师事务所(特殊普通合伙),刘璐&sbquo;王松,是,软件和信息技术服务业,2018/1/11,80116825,AN201612090174228954,dlhxjsjjs,https://notice.eastmoney.com/pdffile/web/H2_AN201612090174228954_1.pdf
大连万达商业地产,已反馈,主板企业,大连,中国银河证券股份有限公司&sbquo;中国国际金融股份有限公司,王红兵&sbquo;龙亮&sbquo;刘智博&sbquo;刘丹,北京市天元律师事务所,许亮&sbquo;郑敏俐&sbquo;张征,大华会计师事务所(特殊普通合伙),付丽君&sbquo;杨卫国,是,房地产业,2018/1/11,80161192,AN201511130011407869,dlwdsydc,https://notice.eastmoney.com/pdffile/web/H2_AN201511130011407869_1.pdf
福达合金材料,已通过发审会,主板企业,浙江,华林证券股份有限公司,万同&sbquo;张浩淼,浙江天册律师事务所,黄丽芬&sbquo;任穗,中天运会计师事务所(特殊普通合伙),张敬鸿&sbquo;鞠录波,是,电气机械和器材制造业,2018/1/11,80202128,AN201805031136917902,fdhjcl,https://notice.eastmoney.com/pdffile/web/H2_AN201805031136917902_1.pdf
福建省闽华电源,预先披露更新,中小板,福建,国金证券股份有限公司,陈钟林&sbquo;阮任群,国浩律师(上海)事务所,邵禛&sbquo;林惠,致同会计师事务所(特殊普通合伙),林宏华&sbquo;黄卉,是,电器机械及器材制造业,2018/1/11,80635528,AN201801030012972814,fjsmhdy,https://notice.eastmoney.com/pdffile/web/H2_AN201801030012972814_1.pdf
福莱特玻璃集团,已反馈,主板企业,浙江,广发证券股份有限公司,胡伊苹&sbquo;李晓芳,国浩律师(南京)事务所,王峰&sbquo;金明明,德勤华永会计师事务所(特殊普通合伙),虞杨&sbquo;步君,是,非金属矿物制品业,2018/1/11,80441732,AN201901281289154441,fltbljt,https://notice.eastmoney.com/pdffile/web/H2_AN201901281289154441_1.pdf
阜阳大可新材料,已反馈,主板企业,安徽,中信证券股份有限公司,向晓娟&sbquo;毛宗玄,浙江浙经律师事务所,方怀宇&sbquo;唐满&sbquo;卢叶苹,立信会计师事务所(特殊普通合伙),廖家河&sbquo;冯雪,是,木材加工和木、竹、藤、棕、草制品业,2018/1/11,80662797,AN201811301256019026,fydkxcl,https://notice.eastmoney.com/pdffile/web/H2_AN201811301256019026_1.pdf
广东奥迪威传感科技,已反馈,中小板,广东,红塔证券股份有限公司,黄强&sbquo;蒋杰,北京市君合律师事务所,张平&sbquo;万晶&sbquo;姚继伟,立信会计师事务所(特殊普通合伙),刘杰生&sbquo;梁肖林,是,计算机、通信和其他电子设备制造业,2018/1/11,80399208,AN201706300680195043,gdadwcgkj,https://notice.eastmoney.com/pdffile/web/H2_AN201706300680195043_1.pdf
广东波斯科技,预先披露更新,主板企业,广东,平安证券股份有限公司,唐伟&sbquo;李竹青,广东法制盛邦律师事务所,张锡海&sbquo;李家伟,立信会计师事务所(特殊普通合伙),周俊祥&sbquo;陈勇,是,橡胶和塑料制品业,2018/1/11,80373653,AN201712221069471291,gdbskj,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069471291_1.pdf
广东朝阳电子科技,预先披露更新,中小板,广东,民生证券股份有限公司,秦荣庆&sbquo;孔强,广东广信君达律师事务所,邓传远&sbquo;赵剑发,广东正中珠江会计师事务所(特殊普通合伙),刘火旺&sbquo;杨诗学,是,计算机、通信和其他电子设备制造业,2018/1/11,80637366,AN202004061377669469,gdcydzkj,https://notice.eastmoney.com/pdffile/web/H2_AN202004061377669469_1.pdf
广东东鹏控股,已反馈,中小板,广东,中国国际金融股份有限公司,章志皓&sbquo;潘志兵,北京市金杜律师事务所,龚牧龙&sbquo;蔺志军&sbquo;胡一舟,德勤华永会计师事务所(特殊普通合伙),刘佩珍&sbquo;袁君愉,是,非金属矿物质制造业,2018/1/11,80684597,AN202009271417787018,gddpkg,https://notice.eastmoney.com/pdffile/web/H2_AN202009271417787018_1.pdf
广东德兴食品,已反馈,主板企业,广东,广发证券股份有限公司,刘令&sbquo;袁若宾,国浩律师(广州)事务所,李彩霞&sbquo;程秉,广东正中珠江会计师事务所(特殊普通合伙),王旭彬&sbquo;张腾,是,畜牧业,2018/1/11,80485852,AN201803261110799943,gddxsp,https://notice.eastmoney.com/pdffile/web/H2_AN201803261110799943_1.pdf
广东飞轮科技,已受理,中小板,广东,广州证券股份有限公司,钱亮&sbquo;肖尧,北京市环球律师事务所,李铮&sbquo;贺继红,大华会计师事务所(特殊普通合伙),范荣&sbquo;胡志刚,否,文教、工美、体育和娱乐用品制造业,2018/1/11,80734447,AN201712221069470337,gdflkj,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069470337_1.pdf
广东宏川智慧物流,已反馈,中小板,广东,东莞证券股份有限公司,朱则亮&sbquo;章启龙,国浩律师(深圳)事务所,王彩章&sbquo;苏萃芳&sbquo;彭瑶,大华会计师事务所(特殊普通合伙),张晓辉&sbquo;吴朝辉,是,仓储业,2018/1/11,80456191,AN201803121102827498,gdhczhwl,https://notice.eastmoney.com/pdffile/web/H2_AN201803121102827498_1.pdf
广东华冠新型材料,已反馈,主板企业,广东,东方花旗证券有限公司,李仅&sbquo;张正平,北京市康达律师事务所,苗丁&sbquo;刘亚鑫&sbquo;李冲,中勤万信会计师事务所(特殊普通合伙),石朝欣&sbquo;陈明生,是,金属制品业,2018/1/11,80701785,AN201812211275638028,gdhgxxcl,https://notice.eastmoney.com/pdffile/web/H2_AN201812211275638028_1.pdf
广东骏丰频谱,已反馈,中小板,广东,广发证券股份有限公司,肖晋&sbquo;张新强,广东启源律师事务所,戴毅&sbquo;陈晓璇,广东正中珠江会计师事务所(特殊普通合伙),何国铨&sbquo;刘清,是,专用设备制造业,2018/1/11,80439287,AN201507030010110584,gdjfpp,https://notice.eastmoney.com/pdffile/web/H2_AN201507030010110584_1.pdf
广东聚石化学,已反馈,主板企业,广东,中泰证券股份有限公司,张建磊&sbquo;马国庆,北京市海润律师事务所,许家武&sbquo;单震宇,广东正中珠江会计师事务所(特殊普通合伙),姚静&sbquo;李文庆,是,橡胶和塑料制品业,2018/1/11,80444981,AN202101181451906192,gdjshx,https://notice.eastmoney.com/pdffile/web/H2_AN202101181451906192_1.pdf
广东趣炫网络,已反馈,主板企业,广东,广发证券股份有限公司,何尔璇&sbquo;吕绍昱,国浩律师(广州)事务所,李彩霞&sbquo;周姗姗,广东正中珠江会计师事务所(特殊普通合伙),洪文伟&sbquo;郭小军,是,软件和信息技术服务业,2018/1/11,80650862,AN201804121122139444,gdqxwl,https://notice.eastmoney.com/pdffile/web/H2_AN201804121122139444_1.pdf
广东日丰电缆,已受理,中小板,广东,东莞证券股份有限公司,袁炜&sbquo;郭天顺,北京国枫律师事务所,周涛&sbquo;黄泽涛,广东正中珠江会计师事务所(特殊普通合伙),王韶华&sbquo;陈丹燕,是,电气机械和器材制造业,2018/1/11,80401345,AN201904231321280106,gdrfdl,https://notice.eastmoney.com/pdffile/web/H2_AN201904231321280106_1.pdf
广东松炀再生资源,已受理,主板企业,广东,英大证券有限责任公司,梁宏勇&sbquo;周耿明,北京市康达律师事务所,娄爱东&sbquo;张狄柠,广东正中珠江会计师事务所(特殊普通合伙),王旭彬&sbquo;张腾,否,造纸和纸制品业,2018/1/11,80386395,AN201905201331024096,gdsyzszy,https://notice.eastmoney.com/pdffile/web/H2_AN201905201331024096_1.pdf
广东天禾农资,预先披露更新,中小板,广东,招商证券股份有限公司,肖玮川&sbquo;林联儡,广东法制盛邦律师事务所,张锡海&sbquo;招嘉泳&sbquo;杨秋玉,广东正中珠江会计师事务所(特殊普通合伙),刘火旺&sbquo;姚静,是,零售业,2018/1/11,80206277,AN202008241400851784,gdthnz,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851784_1.pdf
广东文灿压铸,预先披露更新,主板企业,广东,中信建投证券股份有限公司,许荣宗&sbquo;张星明,北京市邦盛律师事务所,杨霞&sbquo;毛子熙&sbquo;张雷,大华会计师事务所(特殊普通合伙),李韩冰&sbquo;王明丽,是,汽车制造业,2018/1/11,80091996,AN201804121122486186,gdwcyz,https://notice.eastmoney.com/pdffile/web/H2_AN201804121122486186_1.pdf
广东丸美生物技术,已反馈,主板企业,广东,中信证券股份有限公司,李建&sbquo;曾劲松,广东信达律师事务所,麻云燕&sbquo;李忠,广东正中珠江会计师事务所(特殊普通合伙),陈昭&sbquo;刘远帅,是,化学原料和化学制品制造业,2018/1/11,80374294,AN201906241336112518,gdwmswjs,https://notice.eastmoney.com/pdffile/web/H2_AN201906241336112518_1.pdf
国科恒泰(北京)医疗科技,已反馈,主板企业,北京,长城证券股份有限公司,张涛&sbquo;漆传金,北京市中伦律师事务所,宋晓明&sbquo;吕玮璐,致同会计师事务所(特殊普通合伙),任一优&sbquo;梁轶男,是,批发业,2018/1/11,80646312,AN201805151143849332,gkhtbjylkj,https://notice.eastmoney.com/pdffile/web/H2_AN201805151143849332_1.pdf
桂林西麦食品,已受理,中小板,广西,招商证券股份有限公司,吴宏兴&sbquo;许阳,广东信达律师事务所,魏天慧&sbquo;易明辉&sbquo;魏蓝,立信会计师事务所(特殊普通合伙),赵勇&sbquo;王伟青,否,食品制造业,2018/1/11,80734448,AN201906021333377106,glxmsp*,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333377106_1.pdf
甘李药业,已反馈,主板企业,北京,中信证券股份有限公司,王琦&sbquo;罗汇,北京市中伦律师事务所,胡廷锋&sbquo;王川&sbquo;王冰,安永华明会计师事务所(特殊普通合伙),杨淑娟&sbquo;王丹,是,医药制造业,2018/1/11,80107569,AN202006151384926000,glyy,https://notice.eastmoney.com/pdffile/web/H2_AN202006151384926000_1.pdf
国联证券,已反馈,主板企业,江苏,南京证券股份有限公司,王刚&sbquo;胡磊,国浩律师(上海)事务所,刘维&sbquo;承婧艽,德勤华永会计师事务所(特殊普通合伙),马庆辉&sbquo;韩健,是,资本市场服务,2018/1/11,80000028,AN202007201392779708,glzq,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
广州富力地产,已反馈,主板企业,广东,招商证券股份有限公司&sbquo;中信证券股份有限公司,徐斌&sbquo;石志华&sbquo;黄冀&sbquo;郑淳,广东华商律师事务所,彭书清&sbquo;何玲波,立信会计师事务所(特殊普通合伙),王建民&sbquo;蔡洁瑜,是,房地产业,2018/1/11,10002327,,gzfldc,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
广州广电计量检测,已反馈,中小板,广东,光大证券股份有限公司,张奇英&sbquo;唐双喜,广东南国德赛律师事务所,曲怀远&sbquo;安娜&sbquo;王炜玮,立信会计师事务所(特殊普通合伙),王建民&sbquo;蔡洁瑜,是,质检技术服务,2018/1/11,80278490,AN201910281369921305,gzgdjljc,https://notice.eastmoney.com/pdffile/web/H2_AN201910281369921305_1.pdf
广州九毛九餐饮连锁,已反馈,主板企业,广东,广发证券股份有限公司,郭斌元&sbquo;成燕,北京市中伦律师事务所,全奋&sbquo;张启祥&sbquo;金涛&sbquo;程俊鸽,天健会计师事务所(特殊普通合伙),李立影&sbquo;邓华明,是,餐饮业,2018/1/11,80504200,AN201606030015111410,gzjmjcyls,https://notice.eastmoney.com/pdffile/web/H2_AN201606030015111410_1.pdf
贵州泰永长征技术,已通过发审会,中小板,贵州,广发证券股份有限公司,武鑫&sbquo;沈杰,广东信达律师事务所,张炯&sbquo;宋幸幸&sbquo;杨斌,大华会计师事务所(特殊普通合伙),刘泽涵&sbquo;邱俊州,是,电气机械和器材制造业,2018/1/11,80132959,AN201802051087503141,gztyczjs*,https://notice.eastmoney.com/pdffile/web/H2_AN201802051087503141_1.pdf
