机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
北京淳中科技,已受理,主板企业,北京,招商证券股份有限公司,邵华&sbquo;吴虹生,北京市金杜律师事务所,宋彦妍&sbquo;晁燕华&sbquo;刘知卉,立信会计师事务所(特殊普通合伙),王友业&sbquo;强桂英,否,计算机、通信和其他电子设备制造业,2017/6/1,80456364,AN201801211080068168,bjczkjgfyxgs,https://notice.eastmoney.com/pdffile/web/H2_AN201801211080068168_1.pdf
北京高威科电气技术,中止审查,主板企业,北京,英大证券有限责任公司,万炎华&sbquo;杜承彪,北京市环球律师事务所,强高厚&sbquo;刘劲容,信永中和会计师事务所(特殊普通合伙),张克东&sbquo;陈军,是,电气机械和器材制造业,2017/6/1,80195266,AN201712291071564027,bjgwkdqjs,https://notice.eastmoney.com/pdffile/web/H2_AN201712291071564027_1.pdf
北京华远意通热力科技,已反馈,中小板,北京,招商证券股份有限公司,周晋峰&sbquo;谢丹,北京德恒律师事务所,杨继红&sbquo;杨兴辉,信永中和会计师事务所(特殊普通合伙),叶韶勋&sbquo;宗承勇,是,电力、热力生产和供应业,2017/6/1,80389772,AN201708140799565594,bjhyytrlkj,https://notice.eastmoney.com/pdffile/web/H2_AN201708140799565594_1.pdf
北京建工环境修复,预先披露更新,主板企业,北京,中信证券股份有限公司,黄江宁&sbquo;马滨,北京市浩天信和律师事务所,陈伟勇&sbquo;邱梅,致同会计师事务所(特殊普通合伙),王娟&sbquo;高天琪,是,生态保护和环境治理业,2017/6/1,80205077,AN202004171378193524,bjjghjxf,https://notice.eastmoney.com/pdffile/web/H2_AN202004171378193524_1.pdf
倍加洁集团,已反馈,主板企业,江苏,广发证券股份有限公司,顾培培&sbquo;吴广斌,国浩律师(上海)事务所,宣伟华&sbquo;孙芳尘,立信会计师事务所(特殊普通合伙),杜志强&sbquo;吴文俊,否,其他制造业,2017/6/1,80608165,AN201802061088284592,bjjjt,https://notice.eastmoney.com/pdffile/web/H2_AN201802061088284592_1.pdf
北京聚利科技,已反馈,中小板,北京,东吴证券股份有限公司,庞家兴&sbquo;尹鹏,北京大成律师事务所,平云旺&sbquo;高雯&sbquo;魏星&sbquo;周华,立信会计师事务所(特殊普通合伙),陈勇波&sbquo;王娜,是,计算机、通信和其他电子设备制造业,2017/6/1,80319798,AN201710130950641057,bjjlkj,https://notice.eastmoney.com/pdffile/web/H2_AN201710130950641057_1.pdf
北京康辰药业,已反馈,主板企业,北京,广发证券股份有限公司,胡涛&sbquo;林焕伟,上海市方达律师事务所,蒋雪雁&sbquo;肖晋卿,广东正中珠江会计师事务所(特殊普通合伙),熊永忠&sbquo;杨新春,否,医药制造业,2017/6/1,80451660,AN201808121177495402,bjkcyy,https://notice.eastmoney.com/pdffile/web/H2_AN201808121177495402_1.pdf
北京挖金客信息科技,已受理,主板企业,北京,招商证券股份有限公司,沈强&sbquo;张贺,国浩律师(北京)事务所,沈义&sbquo;张燕,广东正中珠江会计师事务所(特殊普通合伙),洪文伟&sbquo;郭小军,否,互联网和相关服务业,2017/6/1,80403930,AN202006221386610507,bjwjkxxkj,https://notice.eastmoney.com/pdffile/web/H2_AN202006221386610507_1.pdf
北京万泰生物药业,已反馈,主板企业,北京,国金证券股份有限公司,唐蕾&sbquo;解明,北京市中伦律师事务所,孙为&sbquo;袁森颖&sbquo;张迪,瑞华会计师事务所(特殊普通合伙),杨敢林&sbquo;张莉萍,是,医药制造业,2017/6/1,80146009,AN202004141377938813,bjwtswyy,https://notice.eastmoney.com/pdffile/web/H2_AN202004141377938813_1.pdf
北京新兴东方航空装备,已受理,中小板,北京,西南证券股份有限公司,孔令瑞&sbquo;陈国潮,北京市康达律师事务所,娄爱东&sbquo;王华鹏&sbquo;陈昊,大华会计师事务所(特殊普通合伙),张文荣&sbquo;刘广,是,铁路、船舶、航空航天和其他运输设备制造业,2017/6/1,80545539,AN201808131178032971,bjxxdfhkzb,https://notice.eastmoney.com/pdffile/web/H2_AN201808131178032971_1.pdf
北京云星宇交通科技,中止审查,中小板,北京,国信证券股份有限公司,齐百钢&sbquo;王宏岩,北京颐合中鸿律师事务所,付朝晖&sbquo;李清荣,致同会计师事务所(特殊普通合伙),倪军&sbquo;赵鹏,是,软件和信息技术服务业,2017/6/1,80439288,AN201704170510334705,bjyxyjtkj,https://notice.eastmoney.com/pdffile/web/H2_AN201704170510334705_1.pdf
北京中科海讯数字科技,已受理,主板企业,北京,东兴证券股份有限公司,王会然&sbquo;姚浩杰,北京市嘉源律师事务所,任保华&sbquo;吕丹丹,瑞华会计师事务所(特殊普通合伙),张富根&sbquo;徐伟东,否,软件和信息技术服务业,2017/6/1,80290209,AN201911181370866070,bjzkhxszkj,https://notice.eastmoney.com/pdffile/web/H2_AN201911181370866070_1.pdf
北京昭衍新药研究中心,已反馈,主板企业,北京,德邦证券股份有限公司,严强&sbquo;刘涛涛,北京市康达律师事务所,鲍卉芳&sbquo;周群&sbquo;张宇佳&sbquo;李沁颖,瑞华会计师事务所(特殊普通合伙),姜斌&sbquo;柯燕杰,是,研究和试验发展,2017/6/1,80340180,AN201708130798758646,bjzyxyyjzx,https://notice.eastmoney.com/pdffile/web/H2_AN201708130798758646_1.pdf
北洋出版传媒,已受理,主板企业,河北,中国国际金融股份有限公司,马青海&sbquo;赵沛霖,北京市海问律师事务所,高巍&sbquo;杜宁,瑞华会计师事务所(特殊普通合伙),王需如&sbquo;姚欣,否,新闻和出版业,2017/6/1,80366787,AN201710130950643406,bycbcm,https://notice.eastmoney.com/pdffile/web/H2_AN201710130950643406_1.pdf
成都大宏立机器,中止审查,主板企业,四川,国都证券股份有限公司,许捷&sbquo;蒲江,北京大成律师事务所,范兴成&sbquo;闫克芬&sbquo;黄玉玲,立信会计师事务所(特殊普通合伙),胡彬&sbquo;胡宏伟,是,专用设备制造业,2017/6/1,80420483,AN202008121398122027,cddhljq*,https://notice.eastmoney.com/pdffile/web/H2_AN202008121398122027_1.pdf
成都豪能科技,已反馈,主板企业,四川,招商证券股份有限公司,王坤&sbquo;杨建斌,广东信达律师事务所,麻云燕&sbquo;李忠,信永中和会计师事务所(特殊普通合伙),何勇&sbquo;徐洪荣,是,汽车制造业,2017/6/1,80198302,AN201710240974993394,cdhnkj*,https://notice.eastmoney.com/pdffile/web/H2_AN201710240974993394_1.pdf
成都尼毕鲁科技,预先披露更新,主板企业,四川,摩根士丹利华鑫证券有限责任公司,张玉剑&sbquo;李德祥,北京市金杜律师事务所,张如积&sbquo;刘浒&sbquo;李瑾,安永华明会计师事务所(特殊普通合伙),袁勇敏&sbquo;顾兆峰,是,软件和信息技术服务业,2017/6/1,80425997,AN201609200017675339,cdnblkj*,https://notice.eastmoney.com/pdffile/web/H2_AN201609200017675339_1.pdf
成都天奥电子,中止审查,中小板,四川,金元证券股份有限公司,孟灏&sbquo;孙维东,北京市天元律师事务所,刘斌&sbquo;张婕,众环海华会计师事务所(特殊普通合伙),郝国敏&sbquo;杨益明,是,计算机、通信和其他电子设备制造业,2017/6/1,80463414,AN201808211181410153,cdtadz*,https://notice.eastmoney.com/pdffile/web/H2_AN201808211181410153_1.pdf
成都银行,预先披露更新,主板企业,四川,中信建投证券股份有限公司,郭瑛英&sbquo;贺星强,北京市金杜律师事务所,杨小蕾&sbquo;张如积,安永华明会计师事务所(特殊普通合伙),姜长征&sbquo;田志勇,是,银行业,2017/6/1,80044074,AN201712251069705406,cdyx*,https://notice.eastmoney.com/pdffile/web/H2_AN201712251069705406_1.pdf
长虹塑料集团英派瑞塑料,已反馈,主板企业,安徽,西藏东方财富证券股份有限公司,司万政&sbquo;刘凡,北京市中伦律师事务所,宋晓明&sbquo;余洪彬,天健会计师事务所(特殊普通合伙),吕瑛群&sbquo;郭云华,是,橡胶和塑料制品业,2017/6/1,80365279,AN201712221069481323,chsljtyprsl,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069481323_1.pdf
长沙银行,已反馈,主板企业,湖南,中信证券股份有限公司,周宇&sbquo;金然,湖南启元律师事务所,丁少波&sbquo;邹华斌&sbquo;蔡华峰&sbquo;王乾坤,天健会计师事务所(特殊普通合伙),李永利&sbquo;黄源源,否,货币金融服务,2017/6/1,80001550,AN201808211181035123,csyx,https://notice.eastmoney.com/pdffile/web/H2_AN201808211181035123_1.pdf
财通证券,已通过发审会,主板企业,浙江,瑞银证券有限责任公司,刘文成&sbquo;司宏鹏,上海市锦天城律师事务所,章晓洪&sbquo;梁瑾&sbquo;苏丽丽,天健会计师事务所(特殊普通合伙),吴懿忻&sbquo;林晗,是,资本市场服务,2017/6/1,80048595,AN201710100943086977,ctzq,https://notice.eastmoney.com/pdffile/web/H2_AN201710100943086977_1.pdf
长威信息科技发展,已反馈,主板企业,福建,长江证券承销保荐有限公司,朱明&sbquo;施伟,福建天衡联合律师事务所,林晖&sbquo;陈韵&sbquo;刘诗颖,众华会计师事务所(特殊普通合伙),梁烽&sbquo;陈芝莲,否,软件和信息技术服务业,2017/6/1,80604133,AN202009041407629446,cwxxkjfz,https://notice.eastmoney.com/pdffile/web/H2_AN202009041407629446_1.pdf
辰欣药业,已反馈,主板企业,山东,中泰证券股份有限公司,刘鲁涛&sbquo;钱伟,北京市时代九和律师事务所,杨晓娥&sbquo;韦微,大信会计师事务所(特殊普通合伙),何政&sbquo;于希庆,是,医药制造业,2017/6/1,80204916,AN201709170894997457,cxyy,https://notice.eastmoney.com/pdffile/web/H2_AN201709170894997457_1.pdf
常州华科聚合物,已反馈,主板企业,江苏,广发证券股份有限公司,徐文&sbquo;苏海灵,江苏世纪同仁律师事务所,许成宝&sbquo;陈晓玲,立信会计师事务所(特殊普通合伙),肖菲&sbquo;徐萍,是,化学原料和化学制品制造业,2017/6/1,80511090,AN201607010016352620,czhkjhw,https://notice.eastmoney.com/pdffile/web/H2_AN201607010016352620_1.pdf
常州恐龙园,已反馈,主板企业,江苏,安信证券股份有限公司,何邢&sbquo;袁弢,江苏世纪同仁律师事务所,潘岩平&sbquo;孙晓智,信永中和会计师事务所(特殊普通合伙),王亮&sbquo;吴晓蕊,否,娱乐业,2017/6/1,80204583,AN201712121065471311,czkly,https://notice.eastmoney.com/pdffile/web/H2_AN201712121065471311_1.pdf
常州朗博密封科技,已反馈,主板企业,江苏,国元证券股份有限公司,罗欣&sbquo;于晓丹,国浩律师(上海)事务所,倪俊骥&sbquo;陈晓纯,立信会计师事务所(特殊普通合伙),赵勇&sbquo;胡国仁,是,橡胶和塑料制品业,2017/6/1,80511089,AN201712171067316083,czlbmfkj,https://notice.eastmoney.com/pdffile/web/H2_AN201712171067316083_1.pdf
德邦物流,预先披露更新,主板企业,上海,中信证券股份有限公司,邓淑芳&sbquo;刘昀,北京德恒律师事务所,黄侦武&sbquo;杨昕炜&sbquo;侯慧杰,致同会计师事务所(特殊普通合伙),刘维&sbquo;吴传刚,是,道路运输业,2017/6/1,80279273,AN201801021072728925,dbwl,https://notice.eastmoney.com/pdffile/web/H2_AN201801021072728925_1.pdf
大博医疗,已反馈,中小板,厦门,中信证券股份有限公司,罗耸&sbquo;徐峰,上海市锦天城律师事务所,沈国权&sbquo;李攀峰&sbquo;陈凌,天健会计师事务所(特殊普通合伙),方国华&sbquo;李江东,是,制造业-专用设备制造业,2017/6/1,80500598,AN201709110876701720,dbyl,https://notice.eastmoney.com/pdffile/web/H2_AN201709110876701720_1.pdf
大参林医药集团,预先披露更新,主板企业,广东,中信建投证券股份有限公司,张星明&sbquo;许荣宗,北京市金杜律师事务所,王建学&sbquo;刘晓光,天健会计师事务所(特殊普通合伙),李剑&sbquo;赵娇,是,零售业,2017/6/1,80468961,AN201707170725152035,dclyyjt,https://notice.eastmoney.com/pdffile/web/H2_AN201707170725152035_1.pdf
东莞铭普光磁,中止审查,中小板,广东,西南证券股份有限公司,彭德强&sbquo;刘勇,广东华商律师事务所,周燕&sbquo;彭日光&sbquo;张鑫&sbquo;王在海,致同会计师事务所(特殊普通合伙),李继明&sbquo;潘文中,是,计算机、通信和其他电子设备制造业,2017/6/1,80380540,AN201709180895891769,dgmpgc,https://notice.eastmoney.com/pdffile/web/H2_AN201709180895891769_1.pdf
东莞市中泰模具,预先披露更新,中小板,广东,申万宏源证券承销保荐有限责任公司,黄自军&sbquo;周忠军,广东华商律师事务所,周游&sbquo;徐敏,瑞华会计师事务所(特殊普通合伙),谢军&sbquo;王艳宾,是,专用设备制造业,2017/6/1,80351876,AN201705050557389512,dgsztmj,https://notice.eastmoney.com/pdffile/web/H2_AN201705050557389512_1.pdf
东莞证券,中止审查,中小板,广东,东方花旗证券有限公司,陈睿&sbquo;魏浣忠,国浩律师(北京)事务所,张鼎映&sbquo;张冉,中审众环会计师事务所(特殊普通合伙),龚静伟&sbquo;王兵,是,资本市场服务,2017/6/1,80000081,AN201701110259653115,dgzq,https://notice.eastmoney.com/pdffile/web/H2_AN201701110259653115_1.pdf
大连华信计算机技术,已反馈,主板企业,大连,海通证券股份有限公司,徐小明&sbquo;张辉波,通力律师事务所,王利民&sbquo;高云,大华会计师事务所(特殊普通合伙),刘璐&sbquo;王松,否,软件和信息技术服务业,2017/6/1,80116825,AN201612090174228954,dlhxjsjjs,https://notice.eastmoney.com/pdffile/web/H2_AN201612090174228954_1.pdf
大连万达商业地产,已反馈,主板企业,大连,中国银河证券股份有限公司&sbquo;中国国际金融股份有限公司,王红兵&sbquo;龙亮&sbquo;刘智博&sbquo;刘丹,北京市天元律师事务所,许亮&sbquo;郑敏俐&sbquo;张征,大华会计师事务所(特殊普通合伙),付丽君&sbquo;杨卫国,是,房地产业,2017/6/1,80161192,AN201511130011407869,dlwdsydc,https://notice.eastmoney.com/pdffile/web/H2_AN201511130011407869_1.pdf
大理药业,已反馈,主板企业,云南,中信证券股份有限公司,杨佳佳&sbquo;王明希,通力律师事务所,陈巍&sbquo;陈军,信永中和会计师事务所(特殊普通合伙),彭让&sbquo;魏勇,是,医药制造业,2017/6/1,80473158,AN201709100875868497,dlyy,https://notice.eastmoney.com/pdffile/web/H2_AN201709100875868497_1.pdf
福达合金材料,已反馈,主板企业,浙江,华林证券股份有限公司,万同&sbquo;张浩淼,浙江天册律师事务所,黄丽芬&sbquo;任穗,中天运会计师事务所(特殊普通合伙),张敬鸿&sbquo;鞠录波,是,电气机械和器材制造业,2017/6/1,80202128,AN201805031136917902,fdhjcl,https://notice.eastmoney.com/pdffile/web/H2_AN201805031136917902_1.pdf
福建傲农生物科技集团,已反馈,主板企业,福建,国泰君安证券股份有限公司,张扬文&sbquo;刘爱亮,北京市君合律师事务所,赵吉奎&sbquo;金奂佶,致同会计师事务所(特殊普通合伙),胡素萍&sbquo;张慧玲,是,农副食品加工业,2017/6/1,80502442,AN201709120878951168,fjanswkjjt,https://notice.eastmoney.com/pdffile/web/H2_AN201709120878951168_1.pdf
福建睿能科技,预先披露更新,主板企业,福建,东吴证券股份有限公司,吴智俊&sbquo;王茂华,国浩律师(上海)事务所,孙立&sbquo;鄯颖,福建华兴会计师事务所(特殊普通合伙),童益恭&sbquo;张香玉,是,计算机、通信和其他电子设备制造业;软件和信息技术服务业,2017/6/1,80474375,AN201706220663732090,fjrnkj,https://notice.eastmoney.com/pdffile/web/H2_AN201706220663732090_1.pdf
福建省闽华电源,已受理,中小板,福建,国金证券股份有限公司,陈钟林&sbquo;阮任群,国浩律师(上海)事务所,邵禛&sbquo;江子扬,致同会计师事务所(特殊普通合伙),林宏华&sbquo;黄卉,否,电器机械及器材制造业,2017/6/1,80635528,AN201801030012972814,fjsmhdy,https://notice.eastmoney.com/pdffile/web/H2_AN201801030012972814_1.pdf
佛山市燃气集团,已反馈,中小板,广东,中国银河证券股份有限公司,王海明&sbquo;黄钦亮,北京市君合律师事务所,黄晓莉&sbquo;姚继伟,立信会计师事务所(特殊普通合伙),王景波&sbquo;李明高,是,燃气生产和供应业,2017/6/1,80179109,AN201711071019405628,fssrqjt,https://notice.eastmoney.com/pdffile/web/H2_AN201711071019405628_1.pdf
广东宝贝儿婴童用品,已反馈,主板企业,广东,国金证券股份有限公司,幸思春&sbquo;林海峰,北京德恒律师事务所,王贤安&sbquo;王雨微,大华会计师事务所(特殊普通合伙),范荣&sbquo;胡志刚,是,橡胶和塑料制品业,2017/6/1,80500038,AN201708280834293110,gdbbeytyp,https://notice.eastmoney.com/pdffile/web/H2_AN201708280834293110_1.pdf
广东碧桂园物业服务,已反馈,主板企业,广东,中信建投证券股份有限公司,赵旭&sbquo;洪树勤,北京德恒律师事务所,刘震国&sbquo;王素芹&sbquo;郑婕,普华永道中天会计师事务所(特殊普通合伙),陈耘涛&sbquo;陈志明,否,房地产业,2017/6/1,80537835,AN201712051062707715,gdbgywyfw,https://notice.eastmoney.com/pdffile/web/H2_AN201712051062707715_1.pdf
广东波斯科技,已反馈,主板企业,广东,平安证券股份有限公司,唐伟&sbquo;李竹青,广东法制盛邦律师事务所,张锡海&sbquo;李家伟,立信会计师事务所(特殊普通合伙),周俊祥&sbquo;陈勇,是,橡胶和塑料制品业,2017/6/1,80373653,AN201712221069471291,gdbskj,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069471291_1.pdf
广东朝阳电子科技,已受理,中小板,广东,民生证券股份有限公司,秦荣庆&sbquo;孔强,广东广信君达律师事务所,邓传远&sbquo;赵剑发,广东正中珠江会计师事务所(特殊普通合伙),刘火旺&sbquo;杨诗学,否,计算机、通信和其他电子设备制造业,2017/6/1,80637366,AN202004061377669469,gdcydzkjgfyxgs,https://notice.eastmoney.com/pdffile/web/H2_AN202004061377669469_1.pdf
广东德生科技,中止审查,中小板,广东,中航证券有限公司,杨德林&sbquo;魏奕,北京市天元律师事务所,周陈义&sbquo;顾明珠,信永中和会计师事务所(特殊普通合伙),陈锦棋&sbquo;文娜杰,是,软件和信息技术服务业,2017/6/1,80116249,AN201710080939867380,gddskj,https://notice.eastmoney.com/pdffile/web/H2_AN201710080939867380_1.pdf
广东宏川智慧物流,已反馈,中小板,广东,东莞证券股份有限公司,朱则亮&sbquo;章启龙,国浩律师(深圳)事务所,王彩章&sbquo;苏萃芳&sbquo;彭瑶,大华会计师事务所(特殊普通合伙),张晓辉&sbquo;吴朝辉,是,仓储业,2017/6/1,80456191,AN201803121102827498,gdhczhwl,https://notice.eastmoney.com/pdffile/web/H2_AN201803121102827498_1.pdf
广东好太太科技集团,已反馈,主板企业,广东,广发证券股份有限公司,杨华川&sbquo;陈青,国信信扬律师事务所,卢伟东&sbquo;刘敏&sbquo;刘峰,广东正中珠江会计师事务所(特殊普通合伙),王旭彬&sbquo;张腾,否,金属制品业,2017/6/1,80545458,AN201711191052425915,gdhttkjjt,https://notice.eastmoney.com/pdffile/web/H2_AN201711191052425915_1.pdf
广东骏丰频谱,中止审查,中小板,广东,广发证券股份有限公司,肖晋&sbquo;张新强,广东启源律师事务所,戴毅&sbquo;陈晓璇,广东正中珠江会计师事务所(特殊普通合伙),何国铨&sbquo;刘清,是,专用设备制造业,2017/6/1,80439287,AN201507030010110584,gdjfpp,https://notice.eastmoney.com/pdffile/web/H2_AN201507030010110584_1.pdf
广东骏亚电子科技,已反馈,主板企业,广东,民生证券股份有限公司,徐杰&sbquo;陈耀,北京观韬中茂律师事务所,黄亚平&sbquo;罗增进,大华会计师事务所(特殊普通合伙),张媛媛&sbquo;王广旭,是,计算机、通信和其他电子设备制造业,2017/6/1,80502448,AN201708290836837901,gdjydzkj,https://notice.eastmoney.com/pdffile/web/H2_AN201708290836837901_1.pdf
广东凌霄泵业,已通过发审会,中小板,广东,国都证券股份有限公司,花宇&sbquo;王磊,北京市环球律师事务所,秦伟&sbquo;李珺,天衡会计事务所(特殊普通合伙),钟晓红&sbquo;罗顺华,是,通用设备制造业,2017/6/1,80463400,AN201706260671196088,gdlxby,https://notice.eastmoney.com/pdffile/web/H2_AN201706260671196088_1.pdf
广东天安新材料,已反馈,主板企业,广东,光大证券股份有限公司,晏学飞&sbquo;卫成业,上海市锦天城律师事务所,杨海峰&sbquo;俞铖,立信会计师事务所(特殊普通合伙),王翼初&sbquo;徐聃,是,橡胶和塑料制品业,2017/6/1,80188713,AN201708230823465026,gdtaxcl,https://notice.eastmoney.com/pdffile/web/H2_AN201708230823465026_1.pdf
广东天禾农资,已反馈,中小板,广东,招商证券股份有限公司,肖玮川&sbquo;林联儡,广东法制盛邦律师事务所,张锡海&sbquo;招嘉泳&sbquo;杨秋玉,广东正中珠江会计师事务所(特殊普通合伙),刘火旺&sbquo;姚静,是,零售业,2017/6/1,80206277,AN202008241400851784,gdthnz,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851784_1.pdf
广东文灿压铸,已反馈,主板企业,广东,中信建投证券股份有限公司,许荣宗&sbquo;张星明,北京市邦盛律师事务所,杨霞&sbquo;毛子熙&sbquo;张雷,大华会计师事务所(特殊普通合伙),李韩冰&sbquo;王明丽,是,汽车制造业,2017/6/1,80091996,AN201804121122486186,gdwcyz,https://notice.eastmoney.com/pdffile/web/H2_AN201804121122486186_1.pdf
广东原尚物流,已反馈,主板企业,广东,民生证券股份有限公司,魏微&sbquo;于春宇,广东广信君达律师事务所,邓传远&sbquo;赵剑发,天健会计师事务所(特殊普通合伙),杨克晶&sbquo;彭宗显,是,道路运输业,2017/6/1,80476573,AN201708140799513661,gdyswl,https://notice.eastmoney.com/pdffile/web/H2_AN201708140799513661_1.pdf
国金黄金,中止审查,主板企业,北京,安信证券股份有限公司,刘少国&sbquo;满慧,国浩律师(北京)事务所,刘继&sbquo;尹飞,天健会计师事务所(特殊普通合伙),何降星&sbquo;金敬玉,是,其他制造业,2017/6/1,80511083,AN201806291160955584,gjhj,https://notice.eastmoney.com/pdffile/web/H2_AN201806291160955584_1.pdf
甘李药业,已反馈,主板企业,北京,中信证券股份有限公司,王琦&sbquo;罗汇,北京市中伦律师事务所,胡廷锋&sbquo;王川&sbquo;王冰,安永华明会计师事务所(特殊普通合伙),杨淑娟&sbquo;郭景伟,是,医药制造业,2017/6/1,80107569,AN202006151384926000,glyy,https://notice.eastmoney.com/pdffile/web/H2_AN202006151384926000_1.pdf
国联证券,已反馈,主板企业,江苏,南京证券股份有限公司,王刚&sbquo;胡磊,国浩律师(上海)事务所,韦玮&sbquo;吴智智,德勤华永会计师事务所(特殊普通合伙),马庆辉&sbquo;韩健,否,资本市场服务,2017/6/1,80000028,AN202007201392779708,glzq,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
甘肃国芳工贸(集团),已通过发审会,主板企业,甘肃,西南证券股份有限公司,王洪山&sbquo;李阳,囯浩律师(上海)事务所,达健&sbquo;宋萍萍,中喜会计师事务所(特殊普通合伙),齐俊娟&sbquo;高明来,是,零售业,2017/6/1,80357619,AN201709180895860145,gsgfgmjt*,https://notice.eastmoney.com/pdffile/web/H2_AN201709180895860145_1.pdf
贵州川恒化工,预先披露更新,中小板,贵州,国海证券股份有限公司,罗大伟&sbquo;袁辉,四川中一律师事务所,汪衍&sbquo;陈昌慧,信永中和会计师事务所(特殊普通合伙),何勇&sbquo;王莉,是,化学原料和化学制品制造业,2017/6/1,80305808,AN201708140799562410,gzchhg*,https://notice.eastmoney.com/pdffile/web/H2_AN201708140799562410_1.pdf
