机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
北京嘉曼服饰,预先披露更新,中小板,,华英证券有限责任公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80897656,AN202012311445940120,bjjmfs,https://notice.eastmoney.com/pdffile/web/H2_AN202012311445940120_1.pdf
北京竞业达数码科技,已受理,中小板,,国金证券股份有限公司,,北京市中伦律师事务所,,信永中和会计师事务所(特殊普通合伙),,否,,2019/6/27,80994898,AN202009081409497044,bjjydsmkj,https://notice.eastmoney.com/pdffile/web/H2_AN202009081409497044_1.pdf
北京全时天地在线网络信息,已反馈,中小板,,民生证券股份有限公司,,北京观韬中茂律师事务所,,天职国际会计师事务所(特殊普通合伙),,是,,2019/6/27,80629832,AN202007191392778639,bjqstdzxwlxx,https://notice.eastmoney.com/pdffile/web/H2_AN202007191392778639_1.pdf
北京声迅电子,已反馈,中小板,,西部证券股份有限公司,,北京市康达律师事务所,,北京永拓会计师事务所(特殊普通合伙),,是,,2019/6/27,80126294,AN202011151429458991,bjsxdz,https://notice.eastmoney.com/pdffile/web/H2_AN202011151429458991_1.pdf
北京维冠机电,已反馈,主板企业,,平安证券股份有限公司,,上海市锦天城律师事务所,,华普天健会计师事务所,,是,,2019/6/27,80423332,AN201904121318887681,bjwgjd,https://notice.eastmoney.com/pdffile/web/H2_AN201904121318887681_1.pdf
北京万泰生物药业,预先披露更新,主板企业,,国金证券股份有限公司,,北京市中伦律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80146009,AN202004141377938813,bjwtswyy,https://notice.eastmoney.com/pdffile/web/H2_AN202004141377938813_1.pdf
北京新时空科技,已反馈,主板企业,,中信建投证券股份有限公司,,北京市康达律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80631213,AN202008071396832660,bjxskkj,https://notice.eastmoney.com/pdffile/web/H2_AN202008071396832660_1.pdf
北京正和恒基滨水生态环境治理,已受理,主板企业,,招商证券股份有限公司,,北京德恒律师事务所,,天健会计师事务所(普通特殊合伙),,否,,2019/6/27,80278535,AN202007101390797607,bjzhhjbssthjzl,https://notice.eastmoney.com/pdffile/web/H2_AN202007101390797607_1.pdf
北京中岩大地科技,已反馈,中小板,,中德证券有限责任公司,,北京市竞天公诚律师事务所,,信永中和会计师事务所(特殊普通合伙),,否,,2019/6/27,80462129,AN202009011406153907,bjzyddkj,https://notice.eastmoney.com/pdffile/web/H2_AN202009011406153907_1.pdf
北京直真科技,已受理,中小板,,中德证券有限责任公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,81016888,AN202009091409919646,bjzzkj,https://notice.eastmoney.com/pdffile/web/H2_AN202009091409919646_1.pdf
博纳影业集团,已反馈,中小板,,华龙证券股份有限公司,,北京市通商律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80701793,AN202008241401071931,bnyyjt*,https://notice.eastmoney.com/pdffile/web/H2_AN202008241401071931_1.pdf
北洋出版传媒,预先披露更新,主板企业,,中国国际金融股份有限公司,,北京市海问律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80366787,AN201710130950643406,bycbcm,https://notice.eastmoney.com/pdffile/web/H2_AN201710130950643406_1.pdf
亳州药都农村商业银行,预先披露更新,主板企业,,华泰联合证券有限责任公司,,北京德恒律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80147421,AN201810091209841424,bzydncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201810091209841424_1.pdf
长春吉大正元信息技术,已受理,中小板,,招商证券股份有限公司,,北京国枫律师事务所,,天职国际会计师事务所(特殊普通合伙),,否,,2019/6/27,80995108,AN202012131439721704,ccjdzyxxjs,https://notice.eastmoney.com/pdffile/web/H2_AN202012131439721704_1.pdf
长春英利汽车工业,已受理,主板企业,,中信证券股份有限公司,,北京市中伦律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,否,,2019/6/27,80995109,AN201912261372658152,ccylqcgy,https://notice.eastmoney.com/pdffile/web/H2_AN201912261372658152_1.pdf
成都彩虹电器(集团),已受理,中小板,,华西证券股份有限公司,,北京市天元律师事务所,,四川华信(集团)会计师事务所(特殊普通合伙),,否,,2019/6/27,80012732,AN202011301434747319,cdchdqjt*,https://notice.eastmoney.com/pdffile/web/H2_AN202011301434747319_1.pdf
成都立航科技,已受理,主板企业,,华西证券股份有限公司,,泰和泰律师事务所,,信永中和会计师事务所(特殊普通合伙),,否,,2019/6/27,80995269,AN202004071377711794,cdlhkj,https://notice.eastmoney.com/pdffile/web/H2_AN202004071377711794_1.pdf
成都燃气集团,预先披露更新,主板企业,,中信建投证券股份有限公司,,北京金诚同达律师事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2019/6/27,80130300,AN201912021371304381,cdrqjt*,https://notice.eastmoney.com/pdffile/web/H2_AN201912021371304381_1.pdf
成都天箭科技,预先披露更新,中小板,,中信建投证券股份有限公司,,北京市中伦律师事务所,,立信中联会计师事务所(特殊普通合伙),,是,,2019/6/27,80959937,AN202003021375748880,cdtjkj*,https://notice.eastmoney.com/pdffile/web/H2_AN202003021375748880_1.pdf
苍穹数码技术,已受理,主板企业,,东兴证券股份有限公司,,北京德恒律师事务所,,瑞华会计师事务所(特殊普通合伙),,否,,2019/6/27,80495557,AN201906211335998795,cksmjs,https://notice.eastmoney.com/pdffile/web/H2_AN201906211335998795_1.pdf
常州澳弘电子,已受理,主板企业,,国金证券股份有限公司,,上海市锦天城律师事务所,,大华会计师事务所(特殊普通合伙),,否,,2019/6/27,81018323,AN202009301418260910,czahdz,https://notice.eastmoney.com/pdffile/web/H2_AN202009301418260910_1.pdf
宸展光电(厦门),已受理,中小板,,海通证券股份有限公司,,北京市天元律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80995268,AN202011011425517622,czgdxm,https://notice.eastmoney.com/pdffile/web/H2_AN202011011425517622_1.pdf
常州市凯迪电器,已反馈,主板企业,,中信建投证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80975289,AN202005171379856182,czskddq,https://notice.eastmoney.com/pdffile/web/H2_AN202005171379856182_1.pdf
大成科创基础建设,已受理,中小板,,民生证券股份有限公司,,北京市中伦律师事务所,,中天运会计师事务所(特殊普通合伙),,否,,2019/6/27,80462057,AN201906281336811462,dckcjcjs,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336811462_1.pdf
东莞市奥海科技,已反馈,中小板,,国金证券股份有限公司,,广东信达律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80989214,AN202007301395378126,dgsahkj,https://notice.eastmoney.com/pdffile/web/H2_AN202007301395378126_1.pdf
东莞银行,已反馈,中小板,,招商证券股份有限公司,,江苏世纪同仁律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2019/6/27,80058609,AN201911061370459950,dgyx,https://notice.eastmoney.com/pdffile/web/H2_AN201911061370459950_1.pdf
东莞证券,预先披露更新,中小板,,东方花旗证券有限公司,,国浩律师(北京)事务所,,中审众环会计师事务所(特殊普通合伙),,是,,2019/6/27,80000081,AN201701110259653115,dgzq,https://notice.eastmoney.com/pdffile/web/H2_AN201701110259653115_1.pdf
大连万达商业地产,已反馈,主板企业,,招商证券股份有限公司&sbquo;中信证券股份有限公司,,北京市天元律师事务所,,大华会计师事务所(特殊普通合伙),,是,,2019/6/27,80161192,AN201511130011407869,dlwdsydc,https://notice.eastmoney.com/pdffile/web/H2_AN201511130011407869_1.pdf
福然德,已反馈,主板企业,,中信建投证券股份有限公司,,国浩律师(上海)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80510658,AN202009081409075880,frd,https://notice.eastmoney.com/pdffile/web/H2_AN202009081409075880_1.pdf
法狮龙家居建材,已受理,主板企业,,中德证券有限责任公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80974172,AN202007201392779697,fsljjjc,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779697_1.pdf
福州瑞芯微电子,预先披露更新,主板企业,,兴业证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80511080,AN202001171374268772,fzrxwdz,https://notice.eastmoney.com/pdffile/web/H2_AN202001171374268772_1.pdf
广东朝阳电子科技,已反馈,中小板,,民生证券股份有限公司,,广东广信君达律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/6/27,80637366,AN202004061377669469,gdcydzkj,https://notice.eastmoney.com/pdffile/web/H2_AN202004061377669469_1.pdf
广东东鹏控股,预先披露更新,中小板,,中国国际金融股份有限公司,,北京市金杜律师事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2019/6/27,80684597,AN202009271417787018,gddpkg,https://notice.eastmoney.com/pdffile/web/H2_AN202009271417787018_1.pdf
广东华冠新型材料,已反馈,主板企业,,东方花旗证券有限公司,,北京市康达律师事务所,,中勤万信会计师事务所(特殊普通合伙),,是,,2019/6/27,80701785,AN201812211275638028,gdhgxxcl,https://notice.eastmoney.com/pdffile/web/H2_AN201812211275638028_1.pdf
广东豪美新材,已反馈,中小板,,光大证券股份有限公司,,北京市君泽君律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80997121,AN202005051379299662,gdhmxc,https://notice.eastmoney.com/pdffile/web/H2_AN202005051379299662_1.pdf
广东南海农村商业银行,已受理,中小板,,国泰君安证券股份有限公司,,北京市金杜律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,否,,2019/6/27,80071867,AN202001101373853545,gdnhncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN202001101373853545_1.pdf
广东顺德农村商业银行,已受理,中小板,,中国国际金融股份有限公司,,江苏世纪同仁律师事务所,,安永华明会计师事务所(特殊普通合伙),,否,,2019/6/27,80058623,AN202004031377612257,gdsdncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN202004031377612257_1.pdf
广东天禾农资,已反馈,中小板,,招商证券股份有限公司,,北京国枫律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/6/27,80206277,AN202008241400851784,gdthnz,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851784_1.pdf
广东天元实业集团,已受理,中小板,,国泰君安证券股份有限公司,,湖南启元律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,否,,2019/6/27,80466475,AN202009071409074314,gdtysyjt,https://notice.eastmoney.com/pdffile/web/H2_AN202009071409074314_1.pdf
广东粤海饲料集团,已反馈,中小板,,中国国际金融股份有限公司,,国浩律师(深圳)事务所,,天职国际会计师事务所(特殊普通合伙),,是,,2019/6/27,80302948,AN202012311445785194,gdyhsljt,https://notice.eastmoney.com/pdffile/web/H2_AN202012311445785194_1.pdf
广东粤运交通,预先披露更新,中小板,,中信证券股份有限公司,,北京市嘉源律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2019/6/27,80031922,AN201905171330794806,gdyyjt,https://notice.eastmoney.com/pdffile/web/H2_AN201905171330794806_1.pdf
广东展翠食品,已受理,中小板,,中国民族证券有限责任公司,,北京德恒律师事务所,,大华会计师事务所(特殊普通合伙),,否,,2019/6/27,81010039,AN201905311333147357,gdzcsp,https://notice.eastmoney.com/pdffile/web/H2_AN201905311333147357_1.pdf
国金黄金,已反馈,主板企业,,安信证券股份有限公司,,国浩律师(北京)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80511083,AN201806291160955584,gjhj,https://notice.eastmoney.com/pdffile/web/H2_AN201806291160955584_1.pdf
甘李药业,已通过发审会,主板企业,,中信证券股份有限公司,,北京市中伦律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2019/6/27,80107569,AN202006151384926000,glyy,https://notice.eastmoney.com/pdffile/web/H2_AN202006151384926000_1.pdf
国联证券,预先披露更新,主板企业,,南京证券股份有限公司,,国浩律师(上海)事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2019/6/27,80000028,AN202007201392779708,glzq,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
公牛集团,预先披露更新,主板企业,,国金证券股份有限公司,,上海市联合律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80958074,AN202001151374181986,gnjt,https://notice.eastmoney.com/pdffile/web/H2_AN202001151374181986_1.pdf
甘源食品,已反馈,中小板,,国信证券股份有限公司,,北京市中伦律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80994683,AN202007201392990783,gysp,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392990783_1.pdf
广州地铁设计研究院,已受理,中小板,,华泰联合证券有限责任公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,81011557,AN202009291418259374,gzdtsjyjy,https://notice.eastmoney.com/pdffile/web/H2_AN202009291418259374_1.pdf
广州富力地产,已反馈,主板企业,,招商证券股份有限公司&sbquo;中信证券股份有限公司,,广东华商律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,10002327,,gzfldc,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
广州广电计量检测,预先披露更新,中小板,,光大证券股份有限公司,,广东南国德赛律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80278490,AN201910281369921305,gzgdjljc,https://notice.eastmoney.com/pdffile/web/H2_AN201910281369921305_1.pdf
广州九恒条码,已受理,主板企业,,东兴证券股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,否,,2019/6/27,80995279,AN202005150055868509,gzjhtm,https://notice.eastmoney.com/pdffile/web/H2_AN202005150055868509_1.pdf
广州农村商业银行,已反馈,中小板,,中国国际金融股份有限公司,,北京市金杜律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,是,,2019/6/27,80071545,AN201912201372330821,gzncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201912201372330821_1.pdf
广州若羽臣科技,已受理,中小板,,中国国际金融股份有限公司,,北京市中伦律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80455880,AN202009141412521504,gzryckj,https://notice.eastmoney.com/pdffile/web/H2_AN202009141412521504_1.pdf
贵州三力制药,已反馈,主板企业,,申港证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80424522,AN202004151378000942,gzslzy*,https://notice.eastmoney.com/pdffile/web/H2_AN202004151378000942_1.pdf
广州通达汽车电气,预先披露更新,主板企业,,中信证券股份有限公司,,北京安杰律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80497009,AN201911121370646712,gztdqcdq,https://notice.eastmoney.com/pdffile/web/H2_AN201911121370646712_1.pdf
河北华通线缆集团,已受理,主板企业,,东兴证券股份有限公司,,北京市竞天公诚律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80474735,AN202004201378274199,hbhtxljt,https://notice.eastmoney.com/pdffile/web/H2_AN202004201378274199_1.pdf
湖北和远气体,已反馈,中小板,,西部证券股份有限公司,,北京德恒律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80349234,AN201912091371710972,hbhyqt,https://notice.eastmoney.com/pdffile/web/H2_AN201912091371710972_1.pdf
湖北均瑶大健康饮品,已受理,主板企业,,国泰君安证券股份有限公司&sbquo;爱建证券有限责任公司,,国浩律师(上海)事务所,,瑞华会计师事务所(特殊普通合伙),,否,,2019/6/27,80997784,AN202008051396419041,hbjydjkyp,https://notice.eastmoney.com/pdffile/web/H2_AN202008051396419041_1.pdf
湖北五方光电,预先披露更新,中小板,,民生证券股份有限公司,,北京德恒律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80909927,AN201909031347752275,hbwfgd,https://notice.eastmoney.com/pdffile/web/H2_AN201909031347752275_1.pdf
湖北祥云(集团)化工,已受理,主板企业,,长江证券承销保荐有限公司,,国浩律师(上海)事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/6/27,80205138,AN201812281280414839,hbxyjthg,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280414839_1.pdf
豪尔赛科技集团,预先披露更新,中小板,,长江证券承销保荐有限公司,,北京市金杜律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/6/27,80920909,AN201909231366178436,heskjjt,https://notice.eastmoney.com/pdffile/web/H2_AN201909231366178436_1.pdf
华丰动力,已反馈,主板企业,,国金证券股份有限公司,,上海市锦天城律师事务所,,大信会计师事务所(特殊普通合伙),,是,,2019/6/27,80134170,AN202007281394596028,hfdl,https://notice.eastmoney.com/pdffile/web/H2_AN202007281394596028_1.pdf
海南葫芦娃药业集团,已受理,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80384825,AN202006241386900342,hnhlwyyjt,https://notice.eastmoney.com/pdffile/web/H2_AN202006241386900342_1.pdf
湖南和顺石油,已上发审会，暂缓表决,主板企业,,信达证券股份有限公司,,北京市中伦律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80648467,AN202003031375748986,hnhssy,https://notice.eastmoney.com/pdffile/web/H2_AN202003031375748986_1.pdf
河南蓝天燃气,预先披露更新,主板企业,,招商证券股份有限公司,,北京市君致律师事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2019/6/27,80187274,AN202101191451959582,hnltrq,https://notice.eastmoney.com/pdffile/web/H2_AN202101191451959582_1.pdf
河南润弘制药,已受理,主板企业,,中信证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80463412,AN201906211335998779,hnrhzy,https://notice.eastmoney.com/pdffile/web/H2_AN201906211335998779_1.pdf
湖南湘佳牧业,预先披露更新,中小板,,民生证券股份有限公司,,湖南启元律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80373753,AN202004131377938662,hnxjmy,https://notice.eastmoney.com/pdffile/web/H2_AN202004131377938662_1.pdf
湖南宇新能源科技,已反馈,中小板,,安信证券股份有限公司,,江苏世纪同仁律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80994768,AN202004241378529044,hnyxnykj,https://notice.eastmoney.com/pdffile/web/H2_AN202004241378529044_1.pdf
海天水务集团股份公司,已受理,主板企业,,华西证券股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,否,,2019/6/27,80501342,AN202006191386064198,htswjtgfgs,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064198_1.pdf
海湾环境科技(北京),预先披露更新,中小板,,英大证券有限责任公司,,广东华商律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/6/27,80432875,AN201904261323159818,hwhjkjbj,https://notice.eastmoney.com/pdffile/web/H2_AN201904261323159818_1.pdf
华文食品,已受理,中小板,,民生证券股份有限公司,,湖南启元律师事务所,,中审众环会计师事务所(特殊普通合伙),,否,,2019/6/27,81002494,AN202009011406153900,hwsp,https://notice.eastmoney.com/pdffile/web/H2_AN202009011406153900_1.pdf
合兴汽车电子,已受理,主板企业,,国泰君安证券股份有限公司,,国浩律师(上海)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80994694,AN202101061447674293,hxqcdz,https://notice.eastmoney.com/pdffile/web/H2_AN202101061447674293_1.pdf
弘业期货,预先披露更新,中小板,,招商证券股份有限公司,,北京市竞天公诚律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2019/6/27,80044916,AN201905221331659852,hyqh,https://notice.eastmoney.com/pdffile/web/H2_AN201905221331659852_1.pdf
杭州格林达电子材料,已受理,主板企业,,兴业证券股份有限公司,,浙江天册律师事务所,,致同会计师事务所(特殊普通合伙),,否,,2019/6/27,80995283,AN202008061396622754,hzglddzcl,https://notice.eastmoney.com/pdffile/web/H2_AN202008061396622754_1.pdf
杭州华旺新材料科技,已受理,主板企业,,中信建投证券股份有限公司,,北京市金杜律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80406509,AN202012161440412486,hzhwxclkj,https://notice.eastmoney.com/pdffile/web/H2_AN202012161440412486_1.pdf
杭州豪悦护理用品,已受理,主板企业,,平安证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80994689,AN202008271402052452,hzhyhlyp,https://notice.eastmoney.com/pdffile/web/H2_AN202008271402052452_1.pdf
杭州聚合顺新材料,已反馈,主板企业,,广发证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80496452,AN202005151379752613,hzjhsxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202005151379752613_1.pdf
杭州康基医疗器械,已受理,主板企业,,中信证券股份有限公司,,上海锦天城律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80631820,AN201906281336812007,hzkjylqx,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336812007_1.pdf
杭州立昂微电子,预先披露更新,主板企业,,东方花旗证券有限公司,,国浩律师(上海)事务所,,中汇会计师事务所(特殊普通合伙),,是,,2019/6/27,80122153,AN202008311404364436,hzlawdz,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404364436_1.pdf
杭州联德精密机械,已受理,主板企业,,中信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80994690,AN202003271377067425,hzldjmjx,https://notice.eastmoney.com/pdffile/web/H2_AN202003271377067425_1.pdf
杭州热电集团,已受理,主板企业,,平安证券股份有限公司,,上海市锦天城律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80995286,AN202004031377611961,hzrdjt,https://notice.eastmoney.com/pdffile/web/H2_AN202004031377611961_1.pdf
杭州市园林绿化,已受理,主板企业,,浙商证券股份有限公司,,国浩律师(杭州)事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80463423,AN202101191451959577,hzsyllh,https://notice.eastmoney.com/pdffile/web/H2_AN202101191451959577_1.pdf
杭州西子智能停车,预先披露更新,主板企业,,中信建投证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80124351,AN201802271095029511,hzxzzntc,https://notice.eastmoney.com/pdffile/web/H2_AN201802271095029511_1.pdf
京北方信息技术,已反馈,中小板,,华融证券股份有限公司,,北京金诚同达律师事务所,,天职国际会计师事务所(特殊普通合伙),,是,,2019/6/27,80989211,AN202004211378366417,jbfxxjs,https://notice.eastmoney.com/pdffile/web/H2_AN202004211378366417_1.pdf
金富科技,已受理,中小板,,中信证券股份有限公司,,北京市康达律师事务所,,容诚会计师事务所(特殊普通合伙),,否,,2019/6/27,80995290,AN202010261423805540,jfkj,https://notice.eastmoney.com/pdffile/web/H2_AN202010261423805540_1.pdf
金辉集团,已反馈,主板企业,,中信证券股份有限公司,,北京德恒律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/6/27,80476681,AN201601290013318503,jhjt,https://notice.eastmoney.com/pdffile/web/H2_AN201601290013318503_1.pdf
景津环保,已通过发审会,主板企业,,中国银河证券股份有限公司,,北京君致律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80204895,AN201907161338711835,jjhb,https://notice.eastmoney.com/pdffile/web/H2_AN201907161338711835_1.pdf
晶科电力科技,已反馈,主板企业,,中信建投证券股份有限公司,,北京市君合律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80318588,AN202004301379072689,jkdlkj,https://notice.eastmoney.com/pdffile/web/H2_AN202004301379072689_1.pdf
嘉美食品包装(滁州),预先披露更新,中小板,,中泰证券股份有限公司&sbquo;东兴证券股份有限公司,,北京国枫律师事务所,,天衡会计师事务所(特殊普通合伙),,是,,2019/6/27,80517527,AN201911171370833870,jmspbzcz,https://notice.eastmoney.com/pdffile/web/H2_AN201911171370833870_1.pdf
